date,medicine,sale
2024-04-28,Primaquine,7
2024-04-28,Quinine,11
2024-04-28,Mefloquine,5
2024-04-28,Artesunate,6
2024-04-28,Arteether,3
2024-04-28,Sulfadoxine-Pyrimethamine,5
2024-04-28,Artemisinin,3
2024-04-28,Artequin,2
2024-04-29,Coartem,24
2024-04-29,Chloroquine,13
2024-04-29,Fansidar,22
2024-04-29,Artheget,12
2024-04-29,Amdaquin,8
2024-04-29,Basoquin,15
2024-04-29,Gen-M,9
2024-04-29,Primaquine,9
2024-04-29,Quinine,10
2024-04-29,Mefloquine,9
2024-04-29,Artesunate,5
2024-04-29,Arteether,2
2024-04-29,Sulfadoxine-Pyrimethamine,3
2024-04-29,Artemisinin,2
2024-04-29,Artequin,2
2024-04-30,Coartem,25
2024-04-30,Chloroquine,16
2024-04-30,Fansidar,15
2024-04-30,Artheget,20
2024-04-30,Amdaquin,12
2024-04-30,Basoquin,14
2024-04-30,Gen-M,11
2024-04-30,Primaquine,8
2024-04-30,Quinine,10
2024-04-30,Mefloquine,6
2024-04-30,Artesunate,5
2024-04-30,Arteether,6
2024-04-30,Sulfadoxine-Pyrimethamine,3
2024-04-30,Artemisinin,2
2024-04-30,Artequin,2
2024-05-01,Coartem,10
2024-05-01,Chloroquine,20
2024-05-01,Fansidar,17
2024-05-01,Artheget,4
2024-05-01,Amdaquin,14
2024-05-01,Basoquin,8
2024-05-01,Gen-M,4
2024-05-01,Primaquine,5
2024-05-01,Quinine,9
2024-05-01,Mefloquine,5
2024-05-01,Artesunate,4
2024-05-01,Arteether,4
2024-05-01,Sulfadoxine-Pyrimethamine,5
2024-05-01,Artemisinin,2
2024-05-01,Artequin,3
2024-05-02,Coartem,25
2024-05-02,Chloroquine,11
2024-05-02,Fansidar,13
2024-05-02,Artheget,4
2024-05-02,Amdaquin,2
2024-05-02,Basoquin,12
2024-05-02,Gen-M,15
2024-05-02,Primaquine,10
2024-05-02,Quinine,6
2024-05-02,Mefloquine,5
2024-05-02,Artesunate,2
2024-05-02,Arteether,4
2024-05-02,Sulfadoxine-Pyrimethamine,4
2024-05-02,Artemisinin,2
2024-05-02,Artequin,1
2024-05-03,Coartem,7
2024-05-03,Chloroquine,19
2024-05-03,Fansidar,14
2024-05-03,Artheget,16
2024-05-03,Amdaquin,9
2024-05-03,Basoquin,14
2024-05-03,Gen-M,15
2024-05-03,Primaquine,14
2024-05-03,Quinine,6
2024-05-03,Mefloquine,9
2024-05-03,Artesunate,2
2024-05-03,Arteether,6
2024-05-03,Sulfadoxine-Pyrimethamine,4
2024-05-03,Artemisinin,3
2024-05-03,Artequin,1
2024-05-04,Coartem,21
2024-05-04,Chloroquine,9
2024-05-04,Fansidar,16
2024-05-04,Artheget,10
2024-05-04,Amdaquin,9
2024-05-04,Basoquin,3
2024-05-04,Gen-M,10
2024-05-04,Primaquine,8
2024-05-04,Quinine,10
2024-05-04,Mefloquine,7
2024-05-04,Artesunate,8
2024-05-04,Arteether,5
2024-05-04,Sulfadoxine-Pyrimethamine,3
2024-05-04,Artemisinin,2
2024-05-04,Artequin,3
2024-05-05,Coartem,31
2024-05-05,Chloroquine,19
2024-05-05,Fansidar,15
2024-05-05,Artheget,9
2024-05-05,Amdaquin,12
2024-05-05,Basoquin,17
2024-05-05,Gen-M,13
2024-05-05,Primaquine,7
2024-05-05,Quinine,8
2024-05-05,Mefloquine,7
2024-05-05,Artesunate,7
2024-05-05,Arteether,5
2024-05-05,Sulfadoxine-Pyrimethamine,5
2024-05-05,Artemisinin,4
2024-05-05,Artequin,3
2024-05-06,Coartem,10
2024-05-06,Chloroquine,22
2024-05-06,Fansidar,15
2024-05-06,Artheget,15
2024-05-06,Amdaquin,9
2024-05-06,Basoquin,9
2024-05-06,Gen-M,9
2024-05-06,Primaquine,6
2024-05-06,Quinine,5
2024-05-06,Mefloquine,6
2024-05-06,Artesunate,4
2024-05-06,Arteether,4
2024-05-06,Sulfadoxine-Pyrimethamine,3
2024-05-06,Artemisinin,2
2024-05-06,Artequin,1
2024-05-07,Coartem,12
2024-05-07,Chloroquine,1
2024-05-07,Fansidar,18
2024-05-07,Artheget,8
2024-05-07,Amdaquin,6
2024-05-07,Basoquin,13
2024-05-07,Gen-M,4
2024-05-07,Primaquine,7
2024-05-07,Quinine,12
2024-05-07,Mefloquine,9
2024-05-07,Artesunate,6
2024-05-07,Arteether,4
2024-05-07,Sulfadoxine-Pyrimethamine,4
2024-05-07,Artemisinin,2
2024-05-07,Artequin,3
2024-05-08,Coartem,16
2024-05-08,Chloroquine,10
2024-05-08,Fansidar,12
2024-05-08,Artheget,18
2024-05-08,Amdaquin,7
2024-05-08,Basoquin,15
2024-05-08,Gen-M,7
2024-05-08,Primaquine,12
2024-05-08,Quinine,9
2024-05-08,Mefloquine,5
2024-05-08,Artesunate,5
2024-05-08,Arteether,4
2024-05-08,Sulfadoxine-Pyrimethamine,5
2024-05-08,Artemisinin,3
2024-05-08,Artequin,2
2024-05-09,Coartem,13
2024-05-09,Chloroquine,18
2024-05-09,Fansidar,15
2024-05-09,Artheget,13
2024-05-09,Amdaquin,6
2024-05-09,Basoquin,5
2024-05-09,Gen-M,9
2024-05-09,Primaquine,7
2024-05-09,Quinine,7
2024-05-09,Mefloquine,9
2024-05-09,Artesunate,6
2024-05-09,Arteether,4
2024-05-09,Sulfadoxine-Pyrimethamine,3
2024-05-09,Artemisinin,4
2024-05-09,Artequin,2
2024-05-10,Coartem,8
2024-05-10,Chloroquine,15
2024-05-10,Fansidar,13
2024-05-10,Artheget,9
2024-05-10,Amdaquin,14
2024-05-10,Basoquin,9
2024-05-10,Gen-M,8
2024-05-10,Primaquine,7
2024-05-10,Quinine,7
2024-05-10,Mefloquine,7
2024-05-10,Artesunate,3
2024-05-10,Arteether,6
2024-05-10,Sulfadoxine-Pyrimethamine,2
2024-05-10,Artemisinin,5
2024-05-10,Artequin,0
2024-05-11,Coartem,17
2024-05-11,Chloroquine,17
2024-05-11,Fansidar,19
2024-05-11,Artheget,20
2024-05-11,Amdaquin,9
2024-05-11,Basoquin,10
2024-05-11,Gen-M,8
2024-05-11,Primaquine,5
2024-05-11,Quinine,8
2024-05-11,Mefloquine,6
2024-05-11,Artesunate,2
2024-05-11,Arteether,7
2024-05-11,Sulfadoxine-Pyrimethamine,3
2024-05-11,Artemisinin,5
2024-05-11,Artequin,1
2024-05-12,Coartem,9
2024-05-12,Chloroquine,11
2024-05-12,Fansidar,8
2024-05-12,Artheget,8
2024-05-12,Amdaquin,16
2024-05-12,Basoquin,7
2024-05-12,Gen-M,8
2024-05-12,Primaquine,9
2024-05-12,Quinine,8
2024-05-12,Mefloquine,11
2024-05-12,Artesunate,6
2024-05-12,Arteether,4
2024-05-12,Sulfadoxine-Pyrimethamine,5
2024-05-12,Artemisinin,1
2024-05-12,Artequin,1
2024-05-13,Coartem,19
2024-05-13,Chloroquine,15
2024-05-13,Fansidar,20
2024-05-13,Artheget,13
2024-05-13,Amdaquin,9
2024-05-13,Basoquin,18
2024-05-13,Gen-M,9
2024-05-13,Primaquine,8
2024-05-13,Quinine,3
2024-05-13,Mefloquine,4
2024-05-13,Artesunate,2
2024-05-13,Arteether,1
2024-05-13,Sulfadoxine-Pyrimethamine,4
2024-05-13,Artemisinin,2
2024-05-13,Artequin,2
2024-05-14,Coartem,12
2024-05-14,Chloroquine,15
2024-05-14,Fansidar,13
2024-05-14,Artheget,13
2024-05-14,Amdaquin,7
2024-05-14,Basoquin,8
2024-05-14,Gen-M,10
2024-05-14,Primaquine,6
2024-05-14,Quinine,13
2024-05-14,Mefloquine,6
2024-05-14,Artesunate,5
2024-05-14,Arteether,3
2024-05-14,Sulfadoxine-Pyrimethamine,4
2024-05-14,Artemisinin,2
2024-05-14,Artequin,2
2024-05-15,Coartem,26
2024-05-15,Chloroquine,21
2024-05-15,Fansidar,5
2024-05-15,Artheget,16
2024-05-15,Amdaquin,3
2024-05-15,Basoquin,9
2024-05-15,Gen-M,5
2024-05-15,Primaquine,6
2024-05-15,Quinine,6
2024-05-15,Mefloquine,4
2024-05-15,Artesunate,4
2024-05-15,Arteether,6
2024-05-15,Sulfadoxine-Pyrimethamine,3
2024-05-15,Artemisinin,3
2024-05-15,Artequin,2
2024-05-16,Coartem,11
2024-05-16,Chloroquine,16
2024-05-16,Fansidar,12
2024-05-16,Artheget,17
2024-05-16,Amdaquin,2
2024-05-16,Basoquin,12
2024-05-16,Gen-M,6
2024-05-16,Primaquine,12
2024-05-16,Quinine,7
2024-05-16,Mefloquine,8
2024-05-16,Artesunate,4
2024-05-16,Arteether,5
2024-05-16,Sulfadoxine-Pyrimethamine,4
2024-05-16,Artemisinin,3
2024-05-16,Artequin,2
2024-05-17,Coartem,14
2024-05-17,Chloroquine,16
2024-05-17,Fansidar,8
2024-05-17,Artheget,10
2024-05-17,Amdaquin,3
2024-05-17,Basoquin,6
2024-05-17,Gen-M,4
2024-05-17,Primaquine,8
2024-05-17,Quinine,7
2024-05-17,Mefloquine,10
2024-05-17,Artesunate,5
2024-05-17,Arteether,4
2024-05-17,Sulfadoxine-Pyrimethamine,3
2024-05-17,Artemisinin,2
2024-05-17,Artequin,2
2024-05-18,Coartem,20
2024-05-18,Chloroquine,12
2024-05-18,Fansidar,15
2024-05-18,Artheget,7
2024-05-18,Amdaquin,9
2024-05-18,Basoquin,9
2024-05-18,Gen-M,12
2024-05-18,Primaquine,8
2024-05-18,Quinine,12
2024-05-18,Mefloquine,10
2024-05-18,Artesunate,4
2024-05-18,Arteether,3
2024-05-18,Sulfadoxine-Pyrimethamine,4
2024-05-18,Artemisinin,2
2024-05-18,Artequin,2
2024-05-19,Coartem,8
2024-05-19,Chloroquine,12
2024-05-19,Fansidar,9
2024-05-19,Artheget,12
2024-05-19,Amdaquin,11
2024-05-19,Basoquin,12
2024-05-19,Gen-M,1
2024-05-19,Primaquine,9
2024-05-19,Quinine,7
2024-05-19,Mefloquine,9
2024-05-19,Artesunate,5
2024-05-19,Arteether,2
2024-05-19,Sulfadoxine-Pyrimethamine,3
2024-05-19,Artemisinin,2
2024-05-19,Artequin,2
2024-05-20,Coartem,19
2024-05-20,Chloroquine,13
2024-05-20,Fansidar,11
2024-05-20,Artheget,8
2024-05-20,Amdaquin,4
2024-05-20,Basoquin,10
2024-05-20,Gen-M,14
2024-05-20,Primaquine,12
2024-05-20,Quinine,11
2024-05-20,Mefloquine,6
2024-05-20,Artesunate,5
2024-05-20,Arteether,6
2024-05-20,Sulfadoxine-Pyrimethamine,3
2024-05-20,Artemisinin,0
2024-05-20,Artequin,2
2024-05-21,Coartem,24
2024-05-21,Chloroquine,17
2024-05-21,Fansidar,3
2024-05-21,Artheget,19
2024-05-21,Amdaquin,12
2024-05-21,Basoquin,11
2024-05-21,Gen-M,14
2024-05-21,Primaquine,6
2024-05-21,Quinine,8
2024-05-21,Mefloquine,6
2024-05-21,Artesunate,8
2024-05-21,Arteether,3
2024-05-21,Sulfadoxine-Pyrimethamine,3
2024-05-21,Artemisinin,2
2024-05-21,Artequin,1
2024-05-22,Coartem,5
2024-05-22,Chloroquine,12
2024-05-22,Fansidar,9
2024-05-22,Artheget,11
2024-05-22,Amdaquin,7
2024-05-22,Basoquin,9
2024-05-22,Gen-M,8
2024-05-22,Primaquine,7
2024-05-22,Quinine,5
2024-05-22,Mefloquine,3
2024-05-22,Artesunate,3
2024-05-22,Arteether,5
2024-05-22,Sulfadoxine-Pyrimethamine,3
2024-05-22,Artemisinin,4
2024-05-22,Artequin,2
2024-05-23,Coartem,17
2024-05-23,Chloroquine,16
2024-05-23,Fansidar,0
2024-05-23,Artheget,9
2024-05-23,Amdaquin,9
2024-05-23,Basoquin,4
2024-05-23,Gen-M,0
2024-05-23,Primaquine,8
2024-05-23,Quinine,8
2024-05-23,Mefloquine,10
2024-05-23,Artesunate,5
2024-05-23,Arteether,2
2024-05-23,Sulfadoxine-Pyrimethamine,4
2024-05-23,Artemisinin,4
2024-05-23,Artequin,2
2024-05-24,Coartem,18
2024-05-24,Chloroquine,26
2024-05-24,Fansidar,4
2024-05-24,Artheget,11
2024-05-24,Amdaquin,15
2024-05-24,Basoquin,12
2024-05-24,Gen-M,8
2024-05-24,Primaquine,4
2024-05-24,Quinine,7
2024-05-24,Mefloquine,8
2024-05-24,Artesunate,5
2024-05-24,Arteether,3
2024-05-24,Sulfadoxine-Pyrimethamine,4
2024-05-24,Artemisinin,4
2024-05-24,Artequin,2
2024-05-25,Coartem,21
2024-05-25,Chloroquine,19
2024-05-25,Fansidar,15
2024-05-25,Artheget,5
2024-05-25,Amdaquin,12
2024-05-25,Basoquin,18
2024-05-25,Gen-M,8
2024-05-25,Primaquine,6
2024-05-25,Quinine,5
2024-05-25,Mefloquine,5
2024-05-25,Artesunate,4
2024-05-25,Arteether,5
2024-05-25,Sulfadoxine-Pyrimethamine,0
2024-05-25,Artemisinin,4
2024-05-25,Artequin,1
2024-05-26,Coartem,8
2024-05-26,Chloroquine,12
2024-05-26,Fansidar,15
2024-05-26,Artheget,6
2024-05-26,Amdaquin,7
2024-05-26,Basoquin,11
2024-05-26,Gen-M,5
2024-05-26,Primaquine,11
2024-05-26,Quinine,8
2024-05-26,Mefloquine,9
2024-05-26,Artesunate,3
2024-05-26,Arteether,3
2024-05-26,Sulfadoxine-Pyrimethamine,3
2024-05-26,Artemisinin,2
2024-05-26,Artequin,2
2024-05-27,Coartem,8
2024-05-27,Chloroquine,21
2024-05-27,Fansidar,14
2024-05-27,Artheget,15
2024-05-27,Amdaquin,5
2024-05-27,Basoquin,12
2024-05-27,Gen-M,7
2024-05-27,Primaquine,10
2024-05-27,Quinine,7
2024-05-27,Mefloquine,4
2024-05-27,Artesunate,6
2024-05-27,Arteether,3
2024-05-27,Sulfadoxine-Pyrimethamine,3
2024-05-27,Artemisinin,2
2024-05-27,Artequin,2
2024-05-28,Coartem,20
2024-05-28,Chloroquine,13
2024-05-28,Fansidar,8
2024-05-28,Artheget,8
2024-05-28,Amdaquin,1
2024-05-28,Basoquin,14
2024-05-28,Gen-M,15
2024-05-28,Primaquine,11
2024-05-28,Quinine,9
2024-05-28,Mefloquine,8
2024-05-28,Artesunate,5
2024-05-28,Arteether,4
2024-05-28,Sulfadoxine-Pyrimethamine,6
2024-05-28,Artemisinin,1
2024-05-28,Artequin,2
2024-05-29,Coartem,17
2024-05-29,Chloroquine,3
2024-05-29,Fansidar,11
2024-05-29,Artheget,6
2024-05-29,Amdaquin,6
2024-05-29,Basoquin,5
2024-05-29,Gen-M,11
2024-05-29,Primaquine,7
2024-05-29,Quinine,8
2024-05-29,Mefloquine,6
2024-05-29,Artesunate,3
2024-05-29,Arteether,2
2024-05-29,Sulfadoxine-Pyrimethamine,2
2024-05-29,Artemisinin,2
2024-05-29,Artequin,1
2024-05-30,Coartem,17
2024-05-30,Chloroquine,8
2024-05-30,Fansidar,11
2024-05-30,Artheget,12
2024-05-30,Amdaquin,8
2024-05-30,Basoquin,18
2024-05-30,Gen-M,5
2024-05-30,Primaquine,7
2024-05-30,Quinine,6
2024-05-30,Mefloquine,8
2024-05-30,Artesunate,5
2024-05-30,Arteether,2
2024-05-30,Sulfadoxine-Pyrimethamine,4
2024-05-30,Artemisinin,3
2024-05-30,Artequin,2
2024-05-31,Coartem,20
2024-05-31,Chloroquine,6
2024-05-31,Fansidar,8
2024-05-31,Artheget,17
2024-05-31,Amdaquin,7
2024-05-31,Basoquin,13
2024-05-31,Gen-M,4
2024-05-31,Primaquine,5
2024-05-31,Quinine,10
2024-05-31,Mefloquine,7
2024-05-31,Artesunate,8
2024-05-31,Arteether,5
2024-05-31,Sulfadoxine-Pyrimethamine,6
2024-05-31,Artemisinin,2
2024-05-31,Artequin,3
2024-06-01,Coartem,12
2024-06-01,Chloroquine,13
2024-06-01,Fansidar,19
2024-06-01,Artheget,14
2024-06-01,Amdaquin,9
2024-06-01,Basoquin,18
2024-06-01,Gen-M,8
2024-06-01,Primaquine,11
2024-06-01,Quinine,6
2024-06-01,Mefloquine,4
2024-06-01,Artesunate,5
2024-06-01,Arteether,3
2024-06-01,Sulfadoxine-Pyrimethamine,2
2024-06-01,Artemisinin,3
2024-06-01,Artequin,2
2024-06-02,Coartem,20
2024-06-02,Chloroquine,16
2024-06-02,Fansidar,18
2024-06-02,Artheget,16
2024-06-02,Amdaquin,10
2024-06-02,Basoquin,9
2024-06-02,Gen-M,9
2024-06-02,Primaquine,12
2024-06-02,Quinine,1
2024-06-02,Mefloquine,7
2024-06-02,Artesunate,5
2024-06-02,Arteether,5
2024-06-02,Sulfadoxine-Pyrimethamine,5
2024-06-02,Artemisinin,4
2024-06-02,Artequin,2
2024-06-03,Coartem,23
2024-06-03,Chloroquine,28
2024-06-03,Fansidar,15
2024-06-03,Artheget,11
2024-06-03,Amdaquin,11
2024-06-03,Basoquin,21
2024-06-03,Gen-M,13
2024-06-03,Primaquine,13
2024-06-03,Quinine,9
2024-06-03,Mefloquine,10
2024-06-03,Artesunate,8
2024-06-03,Arteether,6
2024-06-03,Sulfadoxine-Pyrimethamine,3
2024-06-03,Artemisinin,3
2024-06-03,Artequin,1
2024-06-04,Coartem,11
2024-06-04,Chloroquine,16
2024-06-04,Fansidar,12
2024-06-04,Artheget,4
2024-06-04,Amdaquin,6
2024-06-04,Basoquin,14
2024-06-04,Gen-M,7
2024-06-04,Primaquine,12
2024-06-04,Quinine,6
2024-06-04,Mefloquine,6
2024-06-04,Artesunate,3
2024-06-04,Arteether,5
2024-06-04,Sulfadoxine-Pyrimethamine,3
2024-06-04,Artemisinin,1
2024-06-04,Artequin,2
2024-06-05,Coartem,27
2024-06-05,Chloroquine,13
2024-06-05,Fansidar,12
2024-06-05,Artheget,16
2024-06-05,Amdaquin,9
2024-06-05,Basoquin,13
2024-06-05,Gen-M,10
2024-06-05,Primaquine,9
2024-06-05,Quinine,8
2024-06-05,Mefloquine,8
2024-06-05,Artesunate,7
2024-06-05,Arteether,2
2024-06-05,Sulfadoxine-Pyrimethamine,3
2024-06-05,Artemisinin,4
2024-06-05,Artequin,3
2024-06-06,Coartem,19
2024-06-06,Chloroquine,19
2024-06-06,Fansidar,2
2024-06-06,Artheget,9
2024-06-06,Amdaquin,11
2024-06-06,Basoquin,12
2024-06-06,Gen-M,16
2024-06-06,Primaquine,12
2024-06-06,Quinine,12
2024-06-06,Mefloquine,4
2024-06-06,Artesunate,6
2024-06-06,Arteether,3
2024-06-06,Sulfadoxine-Pyrimethamine,3
2024-06-06,Artemisinin,3
2024-06-06,Artequin,1
2024-06-07,Coartem,9
2024-06-07,Chloroquine,2
2024-06-07,Fansidar,11
2024-06-07,Artheget,10
2024-06-07,Amdaquin,5
2024-06-07,Basoquin,10
2024-06-07,Gen-M,12
2024-06-07,Primaquine,8
2024-06-07,Quinine,12
2024-06-07,Mefloquine,7
2024-06-07,Artesunate,4
2024-06-07,Arteether,4
2024-06-07,Sulfadoxine-Pyrimethamine,7
2024-06-07,Artemisinin,5
2024-06-07,Artequin,3
2024-06-08,Coartem,28
2024-06-08,Chloroquine,22
2024-06-08,Fansidar,15
2024-06-08,Artheget,21
2024-06-08,Amdaquin,19
2024-06-08,Basoquin,21
2024-06-08,Gen-M,13
2024-06-08,Primaquine,7
2024-06-08,Quinine,9
2024-06-08,Mefloquine,8
2024-06-08,Artesunate,5
2024-06-08,Arteether,6
2024-06-08,Sulfadoxine-Pyrimethamine,6
2024-06-08,Artemisinin,4
2024-06-08,Artequin,3
2024-06-09,Coartem,10
2024-06-09,Chloroquine,19
2024-06-09,Fansidar,7
2024-06-09,Artheget,13
2024-06-09,Amdaquin,8
2024-06-09,Basoquin,11
2024-06-09,Gen-M,8
2024-06-09,Primaquine,11
2024-06-09,Quinine,5
2024-06-09,Mefloquine,8
2024-06-09,Artesunate,4
2024-06-09,Arteether,7
2024-06-09,Sulfadoxine-Pyrimethamine,5
2024-06-09,Artemisinin,3
2024-06-09,Artequin,1
2024-06-10,Coartem,28
2024-06-10,Chloroquine,12
2024-06-10,Fansidar,16
2024-06-10,Artheget,17
2024-06-10,Amdaquin,13
2024-06-10,Basoquin,7
2024-06-10,Gen-M,11
2024-06-10,Primaquine,6
2024-06-10,Quinine,11
2024-06-10,Mefloquine,9
2024-06-10,Artesunate,4
2024-06-10,Arteether,4
2024-06-10,Sulfadoxine-Pyrimethamine,5
2024-06-10,Artemisinin,3
2024-06-10,Artequin,2
2024-06-11,Coartem,30
2024-06-11,Chloroquine,27
2024-06-11,Fansidar,26
2024-06-11,Artheget,24
2024-06-11,Amdaquin,16
2024-06-11,Basoquin,10
2024-06-11,Gen-M,17
2024-06-11,Primaquine,11
2024-06-11,Quinine,9
2024-06-11,Mefloquine,10
2024-06-11,Artesunate,6
2024-06-11,Arteether,6
2024-06-11,Sulfadoxine-Pyrimethamine,3
2024-06-11,Artemisinin,3
2024-06-11,Artequin,2
2024-06-12,Coartem,13
2024-06-12,Chloroquine,18
2024-06-12,Fansidar,17
2024-06-12,Artheget,9
2024-06-12,Amdaquin,11
2024-06-12,Basoquin,12
2024-06-12,Gen-M,8
2024-06-12,Primaquine,12
2024-06-12,Quinine,9
2024-06-12,Mefloquine,9
2024-06-12,Artesunate,4
2024-06-12,Arteether,5
2024-06-12,Sulfadoxine-Pyrimethamine,5
2024-06-12,Artemisinin,2
2024-06-12,Artequin,2
2024-06-13,Coartem,21
2024-06-13,Chloroquine,12
2024-06-13,Fansidar,9
2024-06-13,Artheget,14
2024-06-13,Amdaquin,12
2024-06-13,Basoquin,12
2024-06-13,Gen-M,9
2024-06-13,Primaquine,9
2024-06-13,Quinine,6
2024-06-13,Mefloquine,8
2024-06-13,Artesunate,5
2024-06-13,Arteether,2
2024-06-13,Sulfadoxine-Pyrimethamine,5
2024-06-13,Artemisinin,1
2024-06-13,Artequin,2
2024-06-14,Coartem,23
2024-06-14,Chloroquine,22
2024-06-14,Fansidar,19
2024-06-14,Artheget,14
2024-06-14,Amdaquin,13
2024-06-14,Basoquin,14
2024-06-14,Gen-M,12
2024-06-14,Primaquine,16
2024-06-14,Quinine,10
2024-06-14,Mefloquine,9
2024-06-14,Artesunate,4
2024-06-14,Arteether,4
2024-06-14,Sulfadoxine-Pyrimethamine,3
2024-06-14,Artemisinin,4
2024-06-14,Artequin,1
2024-06-15,Coartem,21
2024-06-15,Chloroquine,27
2024-06-15,Fansidar,18
2024-06-15,Artheget,11
2024-06-15,Amdaquin,6
2024-06-15,Basoquin,16
2024-06-15,Gen-M,7
2024-06-15,Primaquine,3
2024-06-15,Quinine,5
2024-06-15,Mefloquine,4
2024-06-15,Artesunate,6
2024-06-15,Arteether,4
2024-06-15,Sulfadoxine-Pyrimethamine,5
2024-06-15,Artemisinin,2
2024-06-15,Artequin,2
2024-06-16,Coartem,41
2024-06-16,Chloroquine,26
2024-06-16,Fansidar,27
2024-06-16,Artheget,25
2024-06-16,Amdaquin,18
2024-06-16,Basoquin,11
2024-06-16,Gen-M,11
2024-06-16,Primaquine,13
2024-06-16,Quinine,14
2024-06-16,Mefloquine,10
2024-06-16,Artesunate,8
2024-06-16,Arteether,3
2024-06-16,Sulfadoxine-Pyrimethamine,6
2024-06-16,Artemisinin,4
2024-06-16,Artequin,3
2024-06-17,Coartem,14
2024-06-17,Chloroquine,16
2024-06-17,Fansidar,12
2024-06-17,Artheget,13
2024-06-17,Amdaquin,5
2024-06-17,Basoquin,11
2024-06-17,Gen-M,10
2024-06-17,Primaquine,8
2024-06-17,Quinine,6
2024-06-17,Mefloquine,5
2024-06-17,Artesunate,4
2024-06-17,Arteether,1
2024-06-17,Sulfadoxine-Pyrimethamine,6
2024-06-17,Artemisinin,2
2024-06-17,Artequin,2
2024-06-18,Coartem,17
2024-06-18,Chloroquine,16
2024-06-18,Fansidar,13
2024-06-18,Artheget,16
2024-06-18,Amdaquin,12
2024-06-18,Basoquin,7
2024-06-18,Gen-M,11
2024-06-18,Primaquine,7
2024-06-18,Quinine,11
2024-06-18,Mefloquine,7
2024-06-18,Artesunate,6
2024-06-18,Arteether,2
2024-06-18,Sulfadoxine-Pyrimethamine,4
2024-06-18,Artemisinin,3
2024-06-18,Artequin,3
2024-06-19,Coartem,10
2024-06-19,Chloroquine,10
2024-06-19,Fansidar,15
2024-06-19,Artheget,15
2024-06-19,Amdaquin,9
2024-06-19,Basoquin,14
2024-06-19,Gen-M,11
2024-06-19,Primaquine,6
2024-06-19,Quinine,4
2024-06-19,Mefloquine,6
2024-06-19,Artesunate,5
2024-06-19,Arteether,4
2024-06-19,Sulfadoxine-Pyrimethamine,2
2024-06-19,Artemisinin,4
2024-06-19,Artequin,1
2024-06-20,Coartem,11
2024-06-20,Chloroquine,20
2024-06-20,Fansidar,14
2024-06-20,Artheget,9
2024-06-20,Amdaquin,8
2024-06-20,Basoquin,11
2024-06-20,Gen-M,7
2024-06-20,Primaquine,6
2024-06-20,Quinine,9
2024-06-20,Mefloquine,5
2024-06-20,Artesunate,7
2024-06-20,Arteether,3
2024-06-20,Sulfadoxine-Pyrimethamine,3
2024-06-20,Artemisinin,3
2024-06-20,Artequin,2
2024-06-21,Coartem,16
2024-06-21,Chloroquine,10
2024-06-21,Fansidar,16
2024-06-21,Artheget,7
2024-06-21,Amdaquin,8
2024-06-21,Basoquin,13
2024-06-21,Gen-M,13
2024-06-21,Primaquine,6
2024-06-21,Quinine,5
2024-06-21,Mefloquine,3
2024-06-21,Artesunate,3
2024-06-21,Arteether,3
2024-06-21,Sulfadoxine-Pyrimethamine,5
2024-06-21,Artemisinin,2
2024-06-21,Artequin,2
2024-06-22,Coartem,20
2024-06-22,Chloroquine,17
2024-06-22,Fansidar,17
2024-06-22,Artheget,8
2024-06-22,Amdaquin,3
2024-06-22,Basoquin,9
2024-06-22,Gen-M,7
2024-06-22,Primaquine,9
2024-06-22,Quinine,9
2024-06-22,Mefloquine,6
2024-06-22,Artesunate,5
2024-06-22,Arteether,3
2024-06-22,Sulfadoxine-Pyrimethamine,2
2024-06-22,Artemisinin,4
2024-06-22,Artequin,3
2024-06-23,Coartem,20
2024-06-23,Chloroquine,14
2024-06-23,Fansidar,19
2024-06-23,Artheget,4
2024-06-23,Amdaquin,8
2024-06-23,Basoquin,18
2024-06-23,Gen-M,16
2024-06-23,Primaquine,8
2024-06-23,Quinine,11
2024-06-23,Mefloquine,8
2024-06-23,Artesunate,4
2024-06-23,Arteether,2
2024-06-23,Sulfadoxine-Pyrimethamine,2
2024-06-23,Artemisinin,5
2024-06-23,Artequin,2
2024-06-24,Coartem,21
2024-06-24,Chloroquine,17
2024-06-24,Fansidar,9
2024-06-24,Artheget,19
2024-06-24,Amdaquin,9
2024-06-24,Basoquin,15
2024-06-24,Gen-M,2
2024-06-24,Primaquine,9
2024-06-24,Quinine,7
2024-06-24,Mefloquine,4
2024-06-24,Artesunate,5
2024-06-24,Arteether,3
2024-06-24,Sulfadoxine-Pyrimethamine,4
2024-06-24,Artemisinin,3
2024-06-24,Artequin,2
2024-06-25,Coartem,21
2024-06-25,Chloroquine,21
2024-06-25,Fansidar,23
2024-06-25,Artheget,9
2024-06-25,Amdaquin,13
2024-06-25,Basoquin,17
2024-06-25,Gen-M,13
2024-06-25,Primaquine,12
2024-06-25,Quinine,7
2024-06-25,Mefloquine,8
2024-06-25,Artesunate,6
2024-06-25,Arteether,2
2024-06-25,Sulfadoxine-Pyrimethamine,4
2024-06-25,Artemisinin,4
2024-06-25,Artequin,2
2024-06-26,Coartem,35
2024-06-26,Chloroquine,29
2024-06-26,Fansidar,21
2024-06-26,Artheget,16
2024-06-26,Amdaquin,11
2024-06-26,Basoquin,16
2024-06-26,Gen-M,16
2024-06-26,Primaquine,13
2024-06-26,Quinine,12
2024-06-26,Mefloquine,13
2024-06-26,Artesunate,6
